[60.0, ' State-gov', 194252.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 3103.0, 0.0, 40.0, ' United-States', ' >50K']
[19.0, ' Private', 206777.0, ' HS-grad', 9.0, ' Never-married', ' Handlers-cleaners', ' Other-relative', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[31.0, ' Private', 207201.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[31.0, ' Private', 263561.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 2246.0, 45.0, ' United-States', ' >50K']
[23.0, ' Private', 393248.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[42.0, ' Local-gov', 70655.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 44.0, ' United-States', ' <=50K']
[40.0, ' Private', 240124.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[40.0, ' Private', 406811.0, ' HS-grad', 9.0, ' Separated', ' Exec-managerial', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' Canada', ' <=50K']
[61.0, ' Self-emp-not-inc', 50483.0, ' 7th-8th', 4.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 56.0, ' United-States', ' <=50K']
[27.0, ' Private', 428030.0, ' Bachelors', 13.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[47.0, ' Self-emp-not-inc', 118506.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Own-child', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[64.0, ' State-gov', 269512.0, ' Bachelors', 13.0, ' Divorced', ' Tech-support', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[23.0, ' Private', 242375.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[30.0, ' Private', 205204.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[20.0, ' Private', 132320.0, ' Some-college', 10.0, ' Separated', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[40.0, ' Private', 146908.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[35.0, ' Private', 193961.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 40.0, ' Philippines', ' >50K']
[54.0, ' Private', 329733.0, ' HS-grad', 9.0, ' Never-married', ' Exec-managerial', ' Unmarried', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[40.0, ' State-gov', 345969.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[19.0, ' ?', 131982.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[44.0, ' Private', 173888.0, ' 7th-8th', 4.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 80.0, ' United-States', ' >50K']
[36.0, ' Self-emp-not-inc', 280169.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 3456.0, 0.0, 8.0, ' United-States', ' <=50K']
[46.0, ' Private', 164682.0, ' Assoc-voc', 11.0, ' Separated', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Private', 177907.0, ' Bachelors', 13.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Male', 2176.0, 0.0, 20.0, ' ?', ' <=50K']
[42.0, ' Private', 158555.0, ' 10th', 6.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[24.0, ' Private', 216563.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Wife', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[76.0, ' ?', 164835.0, ' HS-grad', 9.0, ' Widowed', ' ?', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[56.0, ' Private', 32446.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[30.0, ' Private', 165503.0, ' Bachelors', 13.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 65.0, ' United-States', ' <=50K']
[30.0, ' Private', 59496.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[34.0, ' Private', 197886.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[37.0, ' Federal-gov', 207887.0, ' Bachelors', 13.0, ' Divorced', ' Exec-managerial', ' Other-relative', ' White', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[30.0, ' Private', 227886.0, ' HS-grad', 9.0, ' Never-married', ' Exec-managerial', ' Own-child', ' Black', ' Female', 0.0, 0.0, 35.0, ' Jamaica', ' <=50K']
[38.0, ' Private', 335104.0, ' Bachelors', 13.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[28.0, ' Private', 294936.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[20.0, ' Private', 110998.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Own-child', ' Asian-Pac-Islander', ' Female', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[34.0, ' Self-emp-inc', 265917.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[25.0, ' Private', 44363.0, ' HS-grad', 9.0, ' Never-married', ' Handlers-cleaners', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[32.0, ' Private', 34104.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 3103.0, 0.0, 55.0, ' United-States', ' >50K']
[26.0, ' Self-emp-not-inc', 118523.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' Private', 186144.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[60.0, ' Self-emp-not-inc', 95490.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[39.0, ' Private', 269722.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 70.0, ' United-States', ' <=50K']
[28.0, ' Private', 138692.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[50.0, ' Private', 138022.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Local-gov', 197495.0, ' Bachelors', 13.0, ' Divorced', ' Prof-specialty', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[48.0, ' Local-gov', 85341.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[31.0, ' Private', 136398.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 50.0, ' Thailand', ' >50K']
[66.0, ' Private', 134130.0, ' Bachelors', 13.0, ' Widowed', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 12.0, ' United-States', ' <=50K']
[29.0, ' Private', 327779.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[17.0, ' Private', 347322.0, ' 10th', 6.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[62.0, ' Private', 244087.0, ' Doctorate', 16.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 15024.0, 0.0, 50.0, ' United-States', ' >50K']
[21.0, ' Private', 195532.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[30.0, ' Local-gov', 311913.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[32.0, ' Private', 402089.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 2.0, ' United-States', ' <=50K']
[24.0, ' Private', 263498.0, ' 11th', 7.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Private', 183902.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Wife', ' White', ' Female', 0.0, 0.0, 4.0, ' United-States', ' >50K']
[25.0, ' Private', 315643.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Other-service', ' Husband', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[23.0, ' Private', 143032.0, ' Masters', 14.0, ' Never-married', ' Prof-specialty', ' Own-child', ' White', ' Female', 0.0, 0.0, 36.0, ' United-States', ' <=50K']
[46.0, ' Private', 358533.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[27.0, ' Private', 173611.0, ' Assoc-acdm', 12.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[38.0, ' Private', 106838.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' Private', 163287.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 7688.0, 0.0, 43.0, ' United-States', ' >50K']
[38.0, ' Private', 65390.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[29.0, ' Private', 119793.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Other-relative', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[31.0, ' Self-emp-not-inc', 119411.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Own-child', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[58.0, ' Private', 188982.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' Black', ' Male', 0.0, 0.0, 20.0, ' United-States', ' >50K']
[44.0, ' Self-emp-inc', 71556.0, ' Masters', 14.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' ?', ' >50K']
[43.0, ' Private', 113324.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 1902.0, 40.0, ' United-States', ' >50K']
[46.0, ' Private', 153254.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' State-gov', 126701.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' >50K']
[25.0, ' Federal-gov', 207342.0, ' Some-college', 10.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[39.0, ' Private', 192702.0, ' Masters', 14.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[52.0, ' Private', 347519.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 55.0, ' United-States', ' >50K']
[48.0, ' Private', 119199.0, ' Bachelors', 13.0, ' Divorced', ' Sales', ' Unmarried', ' White', ' Female', 0.0, 0.0, 44.0, ' United-States', ' <=50K']
[68.0, ' Private', 225612.0, ' Bachelors', 13.0, ' Widowed', ' Sales', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' >50K']
[40.0, ' Private', 118001.0, ' 10th', 6.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[50.0, ' Private', 156877.0, ' 11th', 7.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 70.0, ' United-States', ' >50K']
[50.0, ' Private', 176609.0, ' Some-college', 10.0, ' Divorced', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[25.0, ' Private', 404616.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[37.0, ' Private', 287031.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 5178.0, 0.0, 75.0, ' United-States', ' >50K']
[68.0, ' Self-emp-not-inc', 69249.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[45.0, ' Private', 155659.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[62.0, ' Local-gov', 206063.0, ' Some-college', 10.0, ' Divorced', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[42.0, ' Local-gov', 339671.0, ' Bachelors', 13.0, ' Married-spouse-absent', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 8614.0, 0.0, 45.0, ' United-States', ' >50K']
[29.0, ' Private', 115064.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[19.0, ' ?', 242001.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[37.0, ' Federal-gov', 32528.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' England', ' >50K']
[45.0, ' Private', 51744.0, ' Bachelors', 13.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 42.0, ' United-States', ' <=50K']
[23.0, ' Private', 213115.0, ' HS-grad', 9.0, ' Never-married', ' Adm-clerical', ' Own-child', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' ?', 53042.0, ' HS-grad', 9.0, ' Never-married', ' ?', ' Own-child', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[42.0, ' State-gov', 160369.0, ' Masters', 14.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[52.0, ' Self-emp-inc', 68015.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 90.0, ' United-States', ' >50K']
[41.0, ' Private', 202872.0, ' 10th', 6.0, ' Married-spouse-absent', ' Craft-repair', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' Private', 317809.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 4064.0, 0.0, 50.0, ' United-States', ' <=50K']
[51.0, ' Self-emp-inc', 139127.0, ' Some-college', 10.0, ' Divorced', ' Exec-managerial', ' Unmarried', ' White', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[28.0, ' ?', 173800.0, ' Bachelors', 13.0, ' Married-spouse-absent', ' ?', ' Not-in-family', ' Asian-Pac-Islander', ' Female', 0.0, 0.0, 10.0, ' Taiwan', ' <=50K']
[23.0, ' Private', 173679.0, ' Some-college', 10.0, ' Never-married', ' Handlers-cleaners', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[50.0, ' Private', 183638.0, ' HS-grad', 9.0, ' Widowed', ' Sales', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' ?', 213416.0, ' 5th-6th', 3.0, ' Married-civ-spouse', ' ?', ' Husband', ' White', ' Male', 0.0, 0.0, 32.0, ' Mexico', ' <=50K']
[49.0, ' Private', 105444.0, ' 12th', 8.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 39.0, ' United-States', ' <=50K']
[18.0, ' Private', 187770.0, ' HS-grad', 9.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[27.0, ' Private', 104329.0, ' 11th', 7.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[29.0, ' Private', 134566.0, ' Masters', 14.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[53.0, ' Private', 144361.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[36.0, ' Private', 166509.0, ' HS-grad', 9.0, ' Divorced', ' Craft-repair', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Private', 67804.0, ' 9th', 5.0, ' Never-married', ' Machine-op-inspct', ' Own-child', ' Black', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[30.0, ' Self-emp-not-inc', 609789.0, ' Assoc-voc', 11.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Private', 447346.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[53.0, ' Local-gov', 204397.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[47.0, ' Private', 33865.0, ' Some-college', 10.0, ' Divorced', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 48.0, ' United-States', ' <=50K']
[33.0, ' ?', 163003.0, ' HS-grad', 9.0, ' Divorced', ' ?', ' Not-in-family', ' Asian-Pac-Islander', ' Female', 0.0, 0.0, 41.0, ' China', ' <=50K']
[41.0, ' Private', 41090.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 2002.0, 60.0, ' United-States', ' <=50K']
[43.0, ' Self-emp-not-inc', 174090.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 20.0, ' United-States', ' >50K']
[17.0, ' Private', 73338.0, ' 11th', 7.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[32.0, ' Private', 230420.0, ' HS-grad', 9.0, ' Never-married', ' Machine-op-inspct', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[27.0, ' Private', 408623.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Craft-repair', ' Other-relative', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[36.0, ' Private', 62346.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' Private', 221947.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 1887.0, 50.0, ' United-States', ' >50K']
[40.0, ' Self-emp-not-inc', 280433.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[40.0, ' Private', 235786.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 44.0, ' United-States', ' >50K']
[33.0, ' Private', 188467.0, ' HS-grad', 9.0, ' Never-married', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[25.0, ' Private', 198587.0, ' Some-college', 10.0, ' Never-married', ' Tech-support', ' Not-in-family', ' Black', ' Female', 2174.0, 0.0, 50.0, ' United-States', ' <=50K']
[22.0, ' Private', 385540.0, ' 10th', 6.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[38.0, ' Private', 205359.0, ' 11th', 7.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 32.0, ' United-States', ' <=50K']
[34.0, ' Private', 100593.0, ' Some-college', 10.0, ' Divorced', ' Prof-specialty', ' Unmarried', ' White', ' Female', 0.0, 0.0, 6.0, ' United-States', ' <=50K']
[42.0, ' Private', 37869.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' Self-emp-inc', 34218.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[25.0, ' Private', 181528.0, ' Masters', 14.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 43.0, ' United-States', ' <=50K']
[52.0, ' Private', 38795.0, ' HS-grad', 9.0, ' Divorced', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[21.0, ' State-gov', 39236.0, ' Some-college', 10.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 8.0, ' United-States', ' <=50K']
[25.0, ' Private', 61956.0, ' Some-college', 10.0, ' Never-married', ' Transport-moving', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[23.0, ' Private', 101885.0, ' 10th', 6.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[71.0, ' Private', 97870.0, ' Masters', 14.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 15.0, ' Germany', ' <=50K']
[57.0, ' Private', 145189.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[52.0, ' Private', 127749.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[27.0, ' Private', 247711.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[60.0, ' Private', 25141.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[45.0, ' Private', 360393.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 1902.0, 50.0, ' United-States', ' >50K']
[51.0, ' Private', 30008.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[57.0, ' Private', 133126.0, ' Some-college', 10.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[28.0, ' Private', 61435.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[20.0, ' Private', 342599.0, ' Some-college', 10.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[54.0, ' Private', 146834.0, ' 10th', 6.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[43.0, ' Private', 225193.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[40.0, ' Private', 117917.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' Amer-Indian-Eskimo', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[22.0, ' Private', 440969.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 24.0, ' United-States', ' <=50K']
[54.0, ' Private', 36480.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 15024.0, 0.0, 50.0, ' United-States', ' >50K']
[31.0, ' Private', 159123.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
